birthyear,race,lottery,earnings,earnings.n,year,age,drafted,served
51,1,51,2868.138292,179,68,17,0,0
51,1,52,3239.933997,231,68,17,0,0
51,1,53,3540.911472,271,68,17,0,0
51,1,54,3393.373494,216,68,17,0,0
51,1,55,3546.812991,227,68,17,0,0
51,1,56,3104.199057,237,68,17,0,0
51,1,57,3535.009953,241,68,17,0,0
51,1,58,3009.774751,237,68,17,0,0
51,1,59,3198.623363,247,68,17,0,1
51,1,60,4042.540597,231,68,17,0,0
51,1,61,3310.752226,240,68,17,0,1
51,1,62,2933.055003,251,68,17,0,0
51,1,63,3175.017287,255,68,17,0,0
51,1,64,3458.290204,214,68,17,0,0
51,1,65,2933.055003,223,68,17,0,0
51,1,66,3068.789942,244,68,17,0,0
51,1,67,3446.487166,197,68,17,0,0
51,1,68,3641.237297,230,68,17,0,0
51,1,69,3511.403876,245,68,17,0,0
51,1,70,3062.888423,214,68,17,0,0
51,1,71,3930.411734,213,68,17,0,0
51,1,72,3712.055526,234,68,17,0,1
51,1,73,3700.252488,205,68,17,0,0
51,2,1,2071.433211,81,68,17,1,0
51,2,2,2130.448402,69,68,17,1,0
51,2,3,2732.403353,71,68,17,1,1
51,2,4,1534.394971,64,68,17,1,0
51,2,5,2750.10791,73,68,17,1,0
51,2,6,2100.940807,73,68,17,1,0
51,2,7,2992.070194,68,68,17,1,0
51,2,8,1882.584599,67,68,17,1,0
51,2,9,2620.274489,70,68,17,1,0
51,2,10,2195.365113,68,68,17,1,0
51,2,11,1628.819277,74,68,17,1,0
51,2,12,3688.44945,74,68,17,1,0
51,2,13,2443.228916,70,68,17,1,0
51,2,14,2396.016763,59,68,17,1,0
51,2,15,1676.03143,67,68,17,1,0
51,2,16,1994.713463,84,68,17,1,0
51,2,17,2036.024096,80,68,17,1,0
51,2,18,1746.84966,66,68,17,1,0
51,2,19,2207.168151,71,68,17,1,0
51,2,20,1994.713463,68,68,17,1,0
51,2,21,2201.266632,75,68,17,1,0
51,2,22,2059.630173,77,68,17,1,0
51,2,23,2726.501833,75,68,17,1,0
51,2,24,2862.236773,76,68,17,1,1
51,2,25,3523.206915,69,68,17,1,0
51,2,26,1847.175485,75,68,17,0,0
51,2,27,2177.660555,71,68,17,0,0
51,2,28,2761.910948,63,68,17,0,1
51,2,29,3540.911472,65,68,17,0,0
51,2,30,2874.039811,92,68,17,0,0
51,2,31,2514.047145,57,68,17,0,0
51,2,32,2024.221058,74,68,17,0,1
51,2,33,2525.850183,63,68,17,0,0
51,2,34,1363.250917,66,68,17,0,0
51,2,35,3216.32792,78,68,17,0,0
51,2,36,2549.45626,65,68,17,0,0
51,2,37,1929.796752,81,68,17,0,0
51,2,38,1717.342064,63,68,17,0,0
51,2,39,2791.418544,77,68,17,0,0
51,2,40,1988.811943,70,68,17,0,1
51,2,41,3747.464641,70,68,17,0,0
51,2,42,1723.243583,80,68,17,0,1
51,2,43,3670.744893,73,68,17,0,0
51,2,44,2260.281823,59,68,17,0,0
51,2,45,2478.63803,74,68,17,0,0
51,2,46,2885.84285,61,68,17,0,1
51,2,47,2891.744369,72,68,17,0,0
51,2,48,1622.917758,66,68,17,0,0
51,2,49,2100.940807,72,68,17,0,0
51,2,50,3009.774751,78,68,17,0,0
51,2,51,2956.661079,72,68,17,0,0
51,2,52,1971.107386,64,68,17,0,0
51,2,53,1876.68308,89,68,17,0,0
51,2,54,2443.228916,77,68,17,0,0
51,2,55,2484.53955,64,68,17,0,0
51,2,56,2360.607648,71,68,17,0,0
51,2,57,1611.11472,86,68,17,0,0
51,2,58,1770.455736,62,68,17,0,0
51,2,59,2165.857517,74,68,17,0,0
51,2,60,2826.827658,91,68,17,0,0
51,2,61,926.5385018,59,68,17,0,0
51,2,62,1428.167627,87,68,17,0,0
51,2,63,1652.425354,89,68,17,0,1
51,2,64,2083.236249,65,68,17,0,0
51,2,65,2319.297014,70,68,17,0,0
51,2,66,3340.259822,74,68,17,0,0
51,2,67,3104.199057,62,68,17,0,0
51,2,68,2661.585123,87,68,17,0,0
51,2,69,1640.622315,69,68,17,0,0
51,2,70,2466.834992,68,68,17,0,1
51,2,71,1829.470927,76,68,17,0,0
51,2,72,1711.440545,76,68,17,0,0
51,2,73,3033.380828,78,68,17,0,0
52,1,1,3456.485486,258,69,17,1,0
52,1,2,3930.131131,235,69,17,1,0
52,1,3,4048.542543,241,69,17,1,0
52,1,4,3349.351352,240,69,17,1,0
52,1,5,4076.735736,217,69,17,1,0
52,1,6,3732.778779,215,69,17,1,0
52,1,7,3715.862863,266,69,17,1,1
52,1,8,3253.494495,253,69,17,1,0
52,1,9,3529.787788,239,69,17,1,0
52,1,10,3332.435436,238,69,17,1,0
52,1,11,3924.492493,238,69,17,1,1
52,1,12,4025.987988,239,69,17,1,0
52,1,13,3495.955956,247,69,17,1,1
52,1,14,3896.2993,253,69,17,1,0
52,1,15,3885.022022,234,69,17,1,0
52,1,16,3383.183183,247,69,17,1,1
52,1,17,4116.206206,266,69,17,1,1
52,1,18,4550.381382,254,69,17,1,1
52,1,19,3056.142142,250,69,17,1,0
52,1,20,3620.006006,248,69,17,0,0
52,1,21,3400.099099,218,69,17,0,0
52,1,22,3873.744745,211,69,17,0,0
52,1,23,3845.551552,244,69,17,0,0
52,1,24,3924.492493,227,69,17,0,1
52,1,25,3597.451452,244,69,17,0,0
52,1,26,3557.980981,249,69,17,0,0
52,1,27,2999.755756,256,69,17,0,0
52,1,28,3586.174174,241,69,17,0,0
52,1,29,3360.628629,280,69,17,0,0
52,1,30,3456.485486,279,69,17,0,0
52,1,31,2960.285285,244,69,17,0,0
52,1,32,3512.871872,231,69,17,0,0
52,1,33,4014.710711,217,69,17,0,0
52,1,34,3388.821822,263,69,17,0,1
52,1,35,3354.98999,213,69,17,0,0
52,1,36,3828.635636,246,69,17,0,0
52,1,37,4274.088088,210,69,17,0,0
52,1,38,3715.862863,241,69,17,0,0
52,1,39,4071.097097,234,69,17,0,0
52,1,40,4572.935936,248,69,17,0,0
52,1,41,3259.133133,239,69,17,0,0
52,1,42,4059.81982,250,69,17,0,0
52,1,43,3676.392393,247,69,17,0,0
52,1,44,4403.776777,271,69,17,0,0
52,1,45,3603.09009,234,69,17,0,0
52,1,46,3095.612613,315,69,17,0,0
52,1,47,4071.097097,261,69,17,0,0
52,1,48,3992.156156,197,69,17,0,0
52,1,49,3027.948949,228,69,17,0,0
52,1,50,3969.601602,216,69,17,0,0
52,1,51,3484.678679,262,69,17,0,0
52,1,52,3744.056056,243,69,17,0,0
52,1,53,3975.24024,239,69,17,0,0
52,1,54,3789.165165,247,69,17,0,0
52,1,55,4104.928929,186,69,17,0,0
52,1,56,4341.751752,228,69,17,0,0
52,1,57,3574.896897,248,69,17,0,1
52,1,58,3766.610611,256,69,17,0,0
52,1,59,4110.567568,242,69,17,0,0
52,1,60,3924.492493,178,69,17,0,0
52,1,61,4009.072072,245,69,17,0,0
52,1,62,4025.987988,266,69,17,0,1
52,1,63,3721.501502,260,69,17,0,0
52,1,64,3727.14014,246,69,17,0,0
52,1,65,3856.828829,273,69,17,0,0
52,1,66,3371.905906,212,69,17,0,0
52,1,67,3445.208208,291,69,17,0,0
52,1,68,4099.290291,239,69,17,0,0
52,1,69,3326.796797,234,69,17,0,0
52,1,70,3851.19019,245,69,17,0,0
52,1,71,4172.592593,249,69,17,0,0
52,1,72,3828.635636,239,69,17,0,0
52,1,73,3140.721722,259,69,17,0,0
52,2,1,2120.128128,67,69,17,1,0
52,2,2,3027.948949,94,69,17,1,0
52,2,3,2362.58959,73,69,17,1,1
52,2,4,1685.952953,62,69,17,1,1
52,2,5,1635.205205,73,69,17,1,0
52,2,6,2638.882883,70,69,17,1,0
52,2,7,2306.203203,62,69,17,1,0
52,2,8,2379.505506,78,69,17,1,0
52,2,9,2170.875876,69,69,17,1,0
52,2,10,2593.773774,65,69,17,1,0
52,2,11,2746.017017,57,69,17,1,0
52,2,12,2373.866867,73,69,17,1,0
52,2,13,2187.791792,60,69,17,1,0
52,2,14,2627.605606,91,69,17,1,0
52,2,15,2531.748749,80,69,17,1,0
52,2,16,2999.755756,71,69,17,1,0
52,2,17,2018.632633,56,69,17,1,0
52,2,18,2683.991992,76,69,17,1,0
52,2,19,2159.598599,78,69,17,1,0
52,2,20,2283.648649,91,69,17,0,1
52,2,21,1945.33033,80,69,17,0,0
52,2,22,3591.812813,61,69,17,0,0
52,2,23,3101.251251,73,69,17,0,0
52,2,24,3112.528529,84,69,17,0,0
52,2,25,2734.73974,62,69,17,0,0
52,2,26,2356.950951,74,69,17,0,0
52,2,27,2103.212212,78,69,17,0,1
52,2,28,3101.251251,83,69,17,0,1
52,2,29,2396.421422,78,69,17,0,0
52,2,30,2960.285285,84,69,17,0,0
52,2,31,2283.648649,78,69,17,0,0
52,2,32,2734.73974,79,69,17,0,0
52,2,33,2779.848849,62,69,17,0,0
52,2,34,2294.925926,80,69,17,0,0
52,2,35,1877.666667,64,69,17,0,0
52,2,36,2052.464465,68,69,17,0,0
52,2,37,2785.487488,71,69,17,0,0
52,2,38,1759.255255,71,69,17,0,0
52,2,39,2926.453454,61,69,17,0,0
52,2,40,2593.773774,90,69,17,0,1
52,2,41,1832.557558,78,69,17,0,0
52,2,42,2492.278278,81,69,17,0,0
52,2,43,1669.037037,61,69,17,0,0
52,2,44,2678.353354,86,69,17,0,0
52,2,45,2334.396397,87,69,17,0,0
52,2,46,2853.151151,98,69,17,0,0
52,2,47,2012.993994,83,69,17,0,0
52,2,48,2227.262262,66,69,17,0,0
52,2,49,1770.532533,80,69,17,0,0
52,2,50,2142.682683,87,69,17,0,0
52,2,51,1302.525526,89,69,17,0,0
52,2,52,1640.843844,69,69,17,0,0
52,2,53,2486.63964,86,69,17,0,0
52,2,54,2644.521522,77,69,17,0,0
52,2,55,2751.655656,70,69,17,0,0
52,2,56,2368.228228,80,69,17,0,1
52,2,57,2452.807808,76,69,17,0,0
52,2,58,2582.496497,83,69,17,0,0
52,2,59,1680.314314,70,69,17,0,0
52,2,60,2650.16016,59,69,17,0,0
52,2,61,2289.287287,82,69,17,0,0
52,2,62,2469.723724,73,69,17,0,0
52,2,63,1635.205205,70,69,17,0,0
52,2,64,2452.807808,69,69,17,0,0
52,2,65,2909.537538,75,69,17,0,1
52,2,66,3095.612613,76,69,17,0,0
52,2,67,1719.784785,79,69,17,0,0
52,2,68,2700.907908,78,69,17,0,0
52,2,69,2700.907908,72,69,17,0,0
52,2,70,2717.823824,86,69,17,0,0
52,2,71,2385.144144,75,69,17,0,0
52,2,72,1815.641642,68,69,17,0,0
52,2,73,1996.078078,101,69,17,0,0
50,1,1,6620.116191,192,68,18,1,0
50,1,2,6078.275238,237,68,18,1,1
50,1,3,5434.50381,229,68,18,1,0
50,1,4,5761.754286,246,68,18,1,0
50,1,5,6416.255238,214,68,18,1,0
50,1,6,5917.332381,208,68,18,1,0
50,1,7,5831.496191,178,68,18,1,0
50,1,8,5734.930476,220,68,18,1,0
50,1,9,5370.126667,226,68,18,1,0
50,1,10,4678.072381,243,68,18,1,0
50,1,11,5466.692381,234,68,18,1,0
50,1,12,6920.542857,211,68,18,1,0
50,1,13,6190.935238,242,68,18,1,0
50,1,14,5901.238096,212,68,18,1,1
50,1,15,6212.394286,211,68,18,1,1
50,1,16,5810.037143,207,68,18,1,1
50,1,17,6013.898096,209,68,18,1,1
50,1,18,6485.997143,220,68,18,1,0
50,1,19,5616.905715,224,68,18,1,0
50,1,20,4983.86381,226,68,18,1,0
50,1,21,6652.304762,227,68,18,1,1
50,1,22,5659.82381,246,68,18,1,1
50,1,23,6046.086667,263,68,18,1,0
50,1,24,5531.069524,233,68,18,1,0
50,1,25,6485.997143,222,68,18,1,0
50,1,26,5160.900953,216,68,18,1,1
50,1,27,5439.868572,230,68,18,1,1
50,1,28,6823.977143,191,68,18,1,1
50,1,29,5777.848572,234,68,18,1,0
50,1,30,5987.074286,200,68,18,1,0
50,1,31,6764.964762,241,68,18,1,0
50,1,32,5643.729524,230,68,18,1,0
50,1,33,5616.905715,218,68,18,1,0
50,1,34,5654.459048,222,68,18,1,1
50,1,35,4737.084762,224,68,18,1,0
50,1,36,7006.379048,238,68,18,1,0
50,1,37,5075.064762,211,68,18,1,1
50,1,38,7242.428572,233,68,18,1,1
50,1,39,5520.34,241,68,18,1,0
50,1,40,6582.562857,216,68,18,0,0
50,1,41,5901.238096,216,68,18,0,0
50,1,42,5906.602857,211,68,18,0,0
50,1,43,6620.116191,242,68,18,0,0
50,1,44,5895.873334,208,68,18,0,0
50,1,45,6367.972381,242,68,18,0,0
50,1,46,5391.585715,210,68,18,0,0
50,1,47,6271.406667,222,68,18,0,0
50,1,48,6137.287619,216,68,18,0,0
50,1,49,5150.171429,215,68,18,0,0
50,1,50,6217.759048,246,68,18,0,1
50,1,51,5547.16381,206,68,18,0,0
50,1,52,6271.406667,214,68,18,0,0
50,1,53,5514.975238,221,68,18,0,0
50,1,54,6367.972381,218,68,18,0,1
50,1,55,6561.10381,185,68,18,0,0
50,1,56,5767.119048,199,68,18,0,0
50,1,57,4651.248572,205,68,18,0,0
50,1,58,6389.431429,240,68,18,0,0
50,1,59,6561.10381,223,68,18,0,0
50,1,60,6641.575238,206,68,18,0,0
50,1,61,5944.156191,239,68,18,0,0
50,1,62,5729.565715,213,68,18,0,0
50,1,63,5402.315238,222,68,18,0,0
50,1,64,6502.091429,222,68,18,0,0
50,1,65,5938.791429,208,68,18,0,1
50,1,66,5649.094286,230,68,18,0,0
50,1,67,6190.935238,224,68,18,0,0
50,1,68,6459.173334,207,68,18,0,0
50,1,69,6362.607619,202,68,18,0,0
50,1,70,6325.054286,233,68,18,0,0
50,1,71,5992.439048,224,68,18,0,0
50,1,72,5509.610476,244,68,18,0,0
50,1,73,7650.150477,242,68,18,0,0
50,2,1,3170.574286,71,68,18,1,1
50,2,2,2521.438095,66,68,18,1,0
50,2,3,3508.554286,69,68,18,1,1
50,2,4,3556.837143,75,68,18,1,0
50,2,5,3358.340953,98,68,18,1,1
50,2,6,3771.427619,69,68,18,1,0
50,2,7,4189.879048,89,68,18,1,1
50,2,8,4200.608572,79,68,18,1,0
50,2,9,3621.214286,59,68,18,1,1
50,2,10,3615.849524,79,68,18,1,0
50,2,11,3041.82,80,68,18,1,1
50,2,12,4753.179048,68,68,18,1,0
50,2,13,2972.078095,68,68,18,1,0
50,2,14,3959.194286,80,68,18,1,0
50,2,15,3127.656191,82,68,18,1,0
50,2,16,3642.673333,71,68,18,1,0
50,2,17,3937.735238,67,68,18,1,0
50,2,18,3320.787619,64,68,18,1,0
50,2,19,4130.866667,68,68,18,1,0
50,2,20,3556.837143,57,68,18,1,0
50,2,21,3497.824762,86,68,18,1,0
50,2,22,3454.906667,60,68,18,1,0
50,2,23,3755.333334,81,68,18,1,0
50,2,24,3497.824762,76,68,18,1,0
50,2,25,4018.206667,74,68,18,1,1
50,2,26,3808.980953,77,68,18,1,0
50,2,27,3830.44,70,68,18,1,1
50,2,28,4715.625714,85,68,18,1,0
50,2,29,4458.117143,61,68,18,1,0
50,2,30,3363.705714,55,68,18,1,0
50,2,31,5123.347619,68,68,18,1,1
50,2,32,3825.075238,87,68,18,1,0
50,2,33,4045.030476,73,68,18,1,0
50,2,34,4055.76,75,68,18,1,0
50,2,35,3755.333334,80,68,18,1,0
50,2,36,4619.06,75,68,18,1,0
50,2,37,4602.965714,86,68,18,1,0
50,2,38,4914.121905,77,68,18,1,1
50,2,39,4050.395238,79,68,18,1,0
50,2,40,4184.514286,92,68,18,0,0
50,2,41,3438.812381,77,68,18,0,1
50,2,42,5069.7,75,68,18,0,1
50,2,43,5010.687619,74,68,18,0,0
50,2,44,4962.404762,87,68,18,0,0
50,2,45,3572.931429,81,68,18,0,0
50,2,46,4350.821905,61,68,18,0,0
50,2,47,2408.778095,63,68,18,0,0
50,2,48,3497.824762,64,68,18,0,1
50,2,49,3513.919048,71,68,18,0,0
50,2,50,3669.497143,85,68,18,0,0
50,2,51,3964.559048,77,68,18,0,0
50,2,52,3803.616191,71,68,18,0,0
50,2,53,4012.841905,81,68,18,0,0
50,2,54,4087.948572,75,68,18,0,0
50,2,55,3948.464762,70,68,18,0,0
50,2,56,5520.34,83,68,18,0,0
50,2,57,2542.897143,64,68,18,0,0
50,2,58,4356.186667,91,68,18,0,0
50,2,59,3851.899048,76,68,18,0,0
50,2,60,3492.46,58,68,18,0,0
50,2,61,2982.807619,94,68,18,0,0
50,2,62,5128.712381,63,68,18,0,1
50,2,63,4120.137143,66,68,18,0,1
50,2,64,3862.628572,81,68,18,0,0
50,2,65,3964.559048,100,68,18,0,0
50,2,66,4184.514286,64,68,18,0,1
50,2,67,4967.769524,74,68,18,0,0
50,2,68,4399.104762,77,68,18,0,1
50,2,69,5117.982857,67,68,18,0,0
50,2,70,5354.032381,71,68,18,0,0
50,2,71,5295.02,75,68,18,0,0
50,2,72,3916.276191,81,68,18,0,0
50,2,73,4468.846667,85,68,18,0,0
51,1,1,6189.660925,228,69,18,1,0
51,1,2,5990.488667,229,69,18,1,0
51,1,3,7016.99184,221,69,18,1,1
51,1,4,6383.726201,273,69,18,1,0
51,1,5,7374.480508,235,69,18,1,0
51,1,6,6812.712602,245,69,18,1,1
51,1,7,6332.656392,242,69,18,1,0
51,1,8,6424.582049,221,69,18,1,0
51,1,9,6220.30281,270,69,18,1,0
51,1,10,7037.419764,227,69,18,1,0
51,1,11,6828.033545,233,69,18,1,0
51,1,12,8242.667271,198,69,18,1,0
51,1,13,6679.931097,204,69,18,1,0
51,1,14,6000.702629,218,69,18,1,0
51,1,15,6210.088849,235,69,18,1,0
51,1,16,6628.861287,203,69,18,1,1
51,1,17,6378.61922,242,69,18,1,0
51,1,18,5714.711695,228,69,18,1,1
51,1,19,6353.084315,230,69,18,1,0
51,1,20,6082.414325,244,69,18,1,0
51,1,21,6572.684497,207,69,18,1,0
51,1,22,6685.038078,244,69,18,1,1
51,1,23,5781.102448,220,69,18,1,0
51,1,24,7272.340888,231,69,18,1,0
51,1,25,6056.87942,223,69,18,1,0
51,1,26,4933.343608,234,69,18,0,0
51,1,27,6490.972801,234,69,18,0,0
51,1,28,7052.740707,224,69,18,0,1
51,1,29,6971.029012,231,69,18,0,0
51,1,30,7895.392566,220,69,18,0,1
51,1,31,5893.456029,183,69,18,0,0
51,1,32,6531.828649,246,69,18,0,0
51,1,33,5505.325476,220,69,18,0,0
51,1,34,5898.56301,227,69,18,0,0
51,1,35,6102.842248,243,69,18,0,0
51,1,36,6925.066183,208,69,18,0,0
51,1,37,5576.823209,246,69,18,0,0
51,1,38,7762.611061,217,69,18,0,0
51,1,39,5592.144152,274,69,18,0,0
51,1,40,4647.352675,235,69,18,0,0
51,1,41,5934.311877,219,69,18,0,0
51,1,42,6215.19583,229,69,18,0,0
51,1,43,7486.834089,231,69,18,0,0
51,1,44,6128.377153,200,69,18,0,0
51,1,45,7011.884859,238,69,18,0,0
51,1,46,5724.925657,250,69,18,0,0
51,1,47,5939.418858,245,69,18,0,0
51,1,48,6026.237534,229,69,18,0,0
51,1,49,6853.56845,221,69,18,0,0
51,1,50,6271.37262,249,69,18,0,0
51,1,51,5929.204896,179,69,18,0,0
51,1,52,5959.846781,231,69,18,0,0
51,1,53,6291.800544,271,69,18,0,1
51,1,54,7119.13146,216,69,18,0,0
51,1,55,6720.786945,227,69,18,0,0
51,1,56,6450.116954,237,69,18,0,0
51,1,57,6542.042611,240,69,18,0,1
51,1,58,6092.628286,237,69,18,0,0
51,1,59,7277.447869,247,69,18,0,0
51,1,60,7440.87126,231,69,18,0,0
51,1,61,5781.102448,240,69,18,0,0
51,1,62,5449.148685,251,69,18,0,0
51,1,63,6230.516772,254,69,18,0,1
51,1,64,5832.172257,214,69,18,0,0
51,1,65,5821.958296,223,69,18,0,0
51,1,66,6184.553944,244,69,18,0,0
51,1,67,6138.591115,197,69,18,0,0
51,1,68,7154.880326,230,69,18,0,0
51,1,69,6833.140526,245,69,18,0,0
51,1,70,5842.386219,214,69,18,0,0
51,1,71,7216.164098,213,69,18,0,0
51,1,72,6312.228468,234,69,18,0,0
51,1,73,6828.033545,205,69,18,0,0
51,2,1,4545.213055,81,69,18,1,0
51,2,2,3472.747053,69,69,18,1,1
51,2,3,5842.386219,71,69,18,1,0
51,2,4,3181.649139,64,69,18,1,1
51,2,5,4197.93835,73,69,18,1,0
51,2,6,4948.664551,73,69,18,1,0
51,2,7,4662.673617,68,69,18,1,1
51,2,8,4463.50136,67,69,18,1,0
51,2,9,4524.785131,70,69,18,1,0
51,2,10,5142.729828,68,69,18,1,0
51,2,11,4361.361741,74,69,18,1,0
51,2,12,5760.674524,74,69,18,1,1
51,2,13,4591.175884,70,69,18,1,0
51,2,14,3661.705349,58,69,18,1,1
51,2,15,4111.119674,67,69,18,1,1
51,2,16,4708.636446,84,69,18,1,0
51,2,17,4453.287398,80,69,18,1,0
51,2,18,3472.747053,66,69,18,1,0
51,2,19,3809.807797,71,69,18,1,1
51,2,20,4437.966455,68,69,18,1,0
51,2,21,4677.99456,75,69,18,1,0
51,2,22,4085.584769,77,69,18,1,0
51,2,23,5086.553037,75,69,18,1,0
51,2,24,5301.046238,76,69,18,1,1
51,2,25,5689.176791,69,69,18,1,0
51,2,26,3600.421578,75,69,18,0,0
51,2,27,3176.542158,71,69,18,0,0
51,2,28,5362.330009,63,69,18,0,0
51,2,29,6552.256573,65,69,18,0,0
51,2,30,4305.18495,92,69,18,0,0
51,2,31,3845.556664,57,69,18,0,0
51,2,32,3901.733454,74,69,18,0,1
51,2,33,3973.231188,63,69,18,0,0
51,2,34,3600.421578,66,69,18,0,0
51,2,35,5260.19039,78,69,18,0,0
51,2,36,4529.892112,65,69,18,0,0
51,2,37,3171.435177,80,69,18,0,0
51,2,38,3482.961015,63,69,18,0,0
51,2,39,5316.36718,77,69,18,0,0
51,2,40,3059.081596,70,69,18,0,0
51,2,41,5229.548504,70,69,18,0,0
51,2,42,4361.361741,79,69,18,0,0
51,2,43,5045.697189,73,69,18,0,0
51,2,44,3503.388939,59,69,18,0,0
51,2,45,5556.395286,74,69,18,0,0
51,2,46,4708.636446,61,69,18,0,0
51,2,47,5663.641886,72,69,18,0,1
51,2,48,3411.463282,66,69,18,0,0
51,2,49,3743.417044,72,69,18,0,0
51,2,50,4346.040798,78,69,18,0,0
51,2,51,5724.925657,72,69,18,0,0
51,2,52,3656.598368,64,69,18,0,0
51,2,53,3722.989121,89,69,18,0,1
51,2,54,4310.291931,77,69,18,0,0
51,2,55,4718.850408,64,69,18,0,0
51,2,56,4550.320036,71,69,18,0,0
51,2,57,4826.097008,86,69,18,0,0
51,2,58,3416.570263,62,69,18,0,0
51,2,59,3896.626473,74,69,18,0,0
51,2,60,4841.417951,90,69,18,0,1
51,2,61,2471.778785,59,69,18,0,0
51,2,62,2900.765186,87,69,18,0,0
51,2,63,3140.793291,89,69,18,0,0
51,2,64,4489.036265,65,69,18,0,0
51,2,65,4356.25476,70,69,18,0,0
51,2,66,6429.68903,74,69,18,0,0
51,2,67,5653.427924,62,69,18,0,0
51,2,68,4749.492294,87,69,18,0,1
51,2,69,3968.124207,69,69,18,0,0
51,2,70,4683.101541,68,69,18,0,1
51,2,71,2742.448776,76,69,18,0,0
51,2,72,3850.663645,76,69,18,0,0
51,2,73,5106.980961,78,69,18,0,0
52,1,1,6275.804805,257,70,18,1,0
52,1,2,6850.945946,235,70,18,1,1
52,1,3,7065.214215,241,70,18,1,0
52,1,4,6574.652653,239,70,18,1,1
52,1,5,8379.017018,217,70,18,1,0
52,1,6,6760.727728,215,70,18,1,0
52,1,7,6676.148149,266,70,18,1,0
52,1,8,5706.302303,253,70,18,1,0
52,1,9,7110.323324,239,70,18,1,0
52,1,10,6163.032032,238,70,18,1,0
52,1,11,7003.18919,238,70,18,1,1
52,1,12,6850.945946,238,70,18,1,0
52,1,13,6050.25926,247,70,18,1,0
52,1,14,6631.039039,253,70,18,1,0
52,1,15,7465.557558,234,70,18,1,0
52,1,16,5762.688689,247,70,18,1,1
52,1,17,7967.396397,266,70,18,1,0
52,1,18,8040.698699,253,70,18,1,1
52,1,19,6140.477478,248,70,18,1,0
52,1,20,6191.225226,248,70,18,0,0
52,1,21,6163.032032,217,70,18,0,0
52,1,22,7854.623624,211,70,18,0,0
52,1,23,6563.375376,244,70,18,0,0
52,1,24,7025.743744,227,70,18,0,0
52,1,25,6061.536537,244,70,18,0,0
52,1,26,7177.986987,248,70,18,0,0
52,1,27,6337.82983,256,70,18,0,0
52,1,28,6659.232233,241,70,18,0,0
52,1,29,6213.77978,280,70,18,0,0
52,1,30,7048.298299,278,70,18,0,0
52,1,31,6072.813814,244,70,18,0,0
52,1,32,6134.838839,231,70,18,0,0
52,1,33,7803.875876,217,70,18,0,0
52,1,34,6467.518519,263,70,18,0,0
52,1,35,7132.877878,213,70,18,0,1
52,1,36,6935.525526,246,70,18,0,0
52,1,37,7719.296297,210,70,18,0,0
52,1,38,6732.534535,241,70,18,0,0
52,1,39,7741.850851,234,70,18,0,0
52,1,40,7803.875876,248,70,18,0,0
52,1,41,6614.123124,238,70,18,0,0
52,1,42,8130.916917,250,70,18,0,0
52,1,43,6636.677678,247,70,18,0,0
52,1,44,7386.616617,271,70,18,0,0
52,1,45,6991.911912,234,70,18,0,0
52,1,46,6535.182183,315,70,18,0,0
52,1,47,7352.784785,261,70,18,0,0
52,1,48,7324.591592,197,70,18,0,0
52,1,49,6709.97998,228,70,18,0,1
52,1,50,7459.918919,216,70,18,0,0
52,1,51,6275.804805,262,70,18,0,0
52,1,52,5768.327328,243,70,18,0,0
52,1,53,7144.155156,239,70,18,0,0
52,1,54,7589.607608,246,70,18,0,0
52,1,55,7251.28929,186,70,18,0,0
52,1,56,7285.121122,228,70,18,0,0
52,1,57,6585.92993,248,70,18,0,0
52,1,58,6540.820821,256,70,18,0,0
52,1,59,7093.407408,242,70,18,0,0
52,1,60,6597.207208,178,70,18,0,0
52,1,61,7352.784785,245,70,18,0,0
52,1,62,6766.366367,266,70,18,0,0
52,1,63,6647.954955,258,70,18,0,0
52,1,64,6704.341342,246,70,18,0,0
52,1,65,6597.207208,273,70,18,0,0
52,1,66,5982.595596,211,70,18,0,0
52,1,67,6366.023023,291,70,18,0,0
52,1,68,7533.221222,239,70,18,0,0
52,1,69,6366.023023,233,70,18,0,0
52,1,70,7256.927928,245,70,18,0,0
52,1,71,7505.028029,249,70,18,0,0
52,1,72,7933.564565,239,70,18,0,0
52,1,73,5920.570571,258,70,18,0,0
52,2,1,2994.117117,67,70,18,1,0
52,2,2,5728.856857,94,70,18,1,0
52,2,3,4138.760761,73,70,18,1,0
52,2,4,3524.149149,62,70,18,1,0
52,2,5,3563.61962,73,70,18,1,0
52,2,6,4612.406407,70,70,18,1,0
52,2,7,4048.542543,62,70,18,1,0
52,2,8,4651.876877,77,70,18,1,0
52,2,9,3276.049049,69,70,18,1,0
52,2,10,4651.876877,65,70,18,1,0
52,2,11,4832.313314,57,70,18,1,0
52,2,12,5227.018018,72,70,18,1,0
52,2,13,3298.603604,60,70,18,1,0
52,2,14,4020.34935,91,70,18,1,0
52,2,15,4048.542543,80,70,18,1,0
52,2,16,3670.753754,71,70,18,1,0
52,2,17,4150.038038,56,70,18,1,0
52,2,18,4296.642643,76,70,18,1,0
52,2,19,4618.045045,77,70,18,1,1
52,2,20,4144.3994,91,70,18,0,0
52,2,21,3918.853854,80,70,18,0,1
52,2,22,6084.091091,61,70,18,0,1
52,2,23,4121.844845,73,70,18,0,0
52,2,24,5469.47948,84,70,18,0,1
52,2,25,4984.556557,62,70,18,0,0
52,2,26,4065.458459,74,70,18,0,0
52,2,27,3304.242242,78,70,18,0,0
52,2,28,5621.722723,83,70,18,0,0
