id,math12,catholic,read8,math8,female,race,parmar8,faminc8,fathed8,mothed8,fight8,nohw8,disrupt8,riskdrop8
2424003,49.88000107,0,54.83000183,49.75999832,0,4,6,9,3,1,0,0,0,0
2424012,44.47999954,0,49.11000061,49.88999939,1,4,6,9,1,1,0,0,0,1
2424035,50.59999847,0,54.13000107,49.31000137,0,4,6,12,2,5,0,0,0,0
2424048,53.04999924,0,57.16999817,56.70999908,1,4,6,10,2,2,0,0,0,0
2424066,39.34000015,0,44.90999985,43.18999863,0,4,6,10,2,1,0,0,0,0
2426903,45.11000061,0,42.25,47.13999939,0,4,1,8,1,1,0,1,0,1
2426920,39.13000107,0,52.88999939,43.84000015,1,4,6,9,2,2,1,0,1,0
2426936,40.09999847,0,41.54000092,47.61999893,0,4,1,7,1,1,0,0,0,1
2426946,37.99000168,0,37.18000031,40.09000015,1,4,1,3,1,1,0,1,0,5
2426947,41.88000107,0,38.72999954,42.77999878,0,4,6,9,2,2,1,0,1,0
2426950,43.06999969,0,39.88999939,42.20000076,0,4,6,11,2,2,1,0,1,0
2426951,48.49000168,0,43.43999863,56.04000092,0,4,6,9,1,1,1,0,1,2
2426970,53.36000061,0,38.31999969,39.27999878,0,4,6,10,2,2,0,1,0,0
2426987,36.45000076,0,39.25,38.15000153,0,4,6,2,1,1,0,0,0,3
2426997,42.65000153,0,37.84999847,45.09999847,0,4,6,8,2,2,2,1,1,0
2431512,58.47999954,0,58.36999893,54.95000076,0,4,6,7,2,1,1,0,1,1
2431519,48.81000137,0,55.13999939,51.13999939,0,4,6,9,5,3,0,0,0,0
2431541,35.04000092,0,37.20999908,40.18000031,0,4,1,5,8,2,2,0,1,1
2431553,36.97999954,0,45.08000183,39.09999847,1,4,6,8,1,1,1,0,1,1
2431582,48.61000061,0,52.18000031,55.61999893,0,4,6,6,1,2,2,1,1,1
2431584,61.65000153,0,61.65000153,67.09999847,1,4,6,12,3,3,0,0,0,0
2431585,38.36999893,0,53.27999878,40.27999878,1,4,6,9,1,1,2,0,1,1
2431593,57.54999924,0,47.84999847,68.87999725,0,4,6,10,2,4,0,0,0,0
2431596,52.18000031,0,58.90999985,43.75999832,1,4,6,9,1,1,0,0,0,2
2432336,51.61000061,0,61.81999969,49.72999954,1,1,6,7,1,1,0,0,0,4
2432338,46.11999893,0,62.65000153,48.25999832,1,4,1,8,2,2,1,0,1,1
2432341,41.65000153,0,43.49000168,39.84000015,0,4,6,8,1,1,1,0,1,0
2432378,43.20000076,0,58.86999893,44.95999908,1,4,6,10,8,8,0,0,0,0
2432399,63.75,0,61.25,67.34999847,1,4,6,10,2,3,0,0,0,0
2432701,52.29000092,0,48.59999847,45.04000092,1,3,6,5,4,3,0,0,0,1
2432716,34.40000153,0,49.11999893,41.70999908,1,4,5,7,2,2,0,0,0,2
2432742,40.27999878,0,47.06000137,42.15999985,0,4,1,9,2,1,0,1,0,1
2432760,32.72999954,0,50.38000107,37.93000031,0,4,6,7,1,1,1,1,1,3
2432769,33.34000015,0,38.95000076,38.77999878,1,3,3,5,8,8,1,0,1,2
2432777,41.06999969,0,47.27999878,49.13999939,1,3,4,4,2,2,0,0,0,2
2437124,38.06000137,0,39.61999893,37.02999878,1,5,6,10,4,4,0,0,0,0
2437153,44.34000015,0,50.40999985,51.52999878,1,4,1,6,1,2,0,0,0,1
2437156,63.06999969,0,58.09000015,67.30999756,0,4,6,11,4,4,0,0,0,0
2437172,54.36999893,0,55.36999893,46.27999878,0,4,6,11,6,5,1,0,1,0
2437179,38.38999939,0,45.38999939,39.34000015,1,1,6,11,4,1,0,0,0,0
2437183,61.65999985,0,63.79000092,58.38000107,1,4,6,8,2,2,0,0,0,0
2437192,35.13000107,0,43.45000076,50.16999817,1,3,1,3,8,1,0,0,0,3
2437606,35.70999908,0,34.95999908,38.45999908,0,4,1,7,2,2,1,1,1,3
2437608,37.50999832,0,40.11999893,35.90000153,1,4,6,11,2,2,0,0,0,1
2437609,37.33000183,0,46.34000015,40.79999924,0,4,6,9,1,1,0,0,0,1
2437610,35.45999908,0,43.91999817,39.18999863,0,4,6,6,1,1,1,1,1,2
2437642,49.49000168,0,48.52000046,48.02000046,1,4,6,11,8,5,0,0,0,0
2437657,43.31000137,0,36.40000153,36.93999863,1,4,6,6,2,2,0,1,0,1
2437658,40.72999954,0,45.04999924,39.81000137,1,4,6,6,1,1,0,0,0,2
2437659,55.15000153,0,42.86999893,58.06999969,0,4,6,11,2,3,0,0,0,0
2437663,48.84999847,0,43.72000122,45.65000153,1,4,6,11,3,3,0,0,0,0
2437664,30.92000008,0,35.93000031,36.06000137,1,3,6,7,1,1,1,1,1,3
2437672,55.20999908,0,34.83000183,45.00999832,0,4,6,10,2,2,0,1,0,0
2437696,53.43999863,0,45.18999863,47.40999985,1,4,6,11,2,2,0,0,0,1
2439044,47.63000107,0,50.59000015,41.86000061,0,4,6,7,2,2,0,0,0,1
2439054,56.33000183,0,54.00999832,52.45000076,1,4,6,11,2,2,0,0,0,0
2439060,62.04000092,0,60.59999847,52.65999985,0,4,6,11,3,2,0,0,0,0
2439078,46.02999878,0,54.24000168,41.09000015,1,4,1,9,2,2,0,0,0,1
2439087,36.54999924,0,40.70999908,39.75,0,3,6,8,2,1,0,0,0,1
2439407,50.45000076,0,40.66999817,45.09999847,0,4,6,8,2,2,0,0,0,0
2439410,49.11000061,0,54.52000046,47.02999878,0,4,1,6,4,4,1,1,1,4
2439412,35.86999893,0,32.04999924,44,0,4,6,8,2,2,0,0,0,0
2439421,46.79000092,0,63.09999847,47.86999893,1,4,6,7,1,1,0,0,0,2
2439435,40.75,0,45.95000076,39.66999817,1,4,6,7,1,8,0,0,0,3
2439443,38.20000076,0,33.50999832,36.43000031,0,4,6,7,2,1,1,0,1,2
2439452,41.02999878,0,41.20000076,42.36000061,1,4,6,10,2,2,0,0,0,1
2439453,44.20000076,0,43.08000183,43.15000153,1,4,6,8,1,2,0,0,0,0
2439466,52.72000122,0,48.06999969,48.41999817,1,4,6,8,1,1,0,0,0,0
2439475,39.75999832,0,45.91999817,42.54000092,0,5,6,6,1,1,2,0,1,2
2439483,40.36999893,0,44.84000015,50.38999939,0,5,6,9,1,2,2,0,1,0
2439492,54.09000015,0,62.83000183,55.88999939,0,4,6,11,1,6,0,0,0,0
2439496,65.94999695,0,64.56999969,62.72999954,1,4,6,10,5,3,0,0,0,0
2440811,35.81999969,0,41.95000076,38.54999924,1,4,6,10,2,2,0,0,0,0
2440835,65.16000366,0,63.54999924,63.47999954,0,4,6,12,5,5,0,0,0,0
2440836,52.08000183,0,58.70999908,47.74000168,1,4,6,10,2,3,0,0,0,0
2440858,35.47999954,0,57.11999893,57.40999985,1,4,6,11,2,2,0,0,0,1
2440867,45.08000183,0,49.36999893,58.91999817,1,4,6,10,3,2,1,1,1,0
2440885,61.63000107,0,39.18000031,56.29000092,0,4,6,9,2,2,0,0,0,0
2442008,49.20000076,0,48.13999939,52.77999878,0,3,6,10,2,6,0,0,0,0
2442029,49.06999969,0,52.58000183,44.45999908,0,4,6,10,2,2,1,1,1,0
2442035,41.04000092,0,57.65999985,48.61000061,0,3,6,12,5,5,0,0,0,0
2442043,50.06000137,0,55.79999924,54.52999878,1,4,1,7,8,5,0,0,0,2
2442045,59.84000015,0,59.56999969,48.36999893,1,4,6,11,6,6,0,0,0,0
2442052,36.15000153,0,41.40000153,42.25,1,3,3,5,2,2,1,1,1,2
2442053,50.15000153,0,51.68000031,46.59999847,1,4,6,12,4,6,0,0,0,0
2442064,55.31000137,0,48.29000092,58.38000107,1,4,6,8,1,2,0,0,0,0
2442067,48.79000092,0,43.77999878,44.65999985,0,3,1,5,5,2,0,0,0,2
2442068,35.93999863,0,39.81000137,40.52000046,1,3,6,10,8,2,1,1,1,0
2442071,52.27999878,0,60.49000168,53.04999924,1,3,6,10,5,2,0,0,0,0
2442092,47.25999832,0,47.91999817,48.47999954,1,4,1,9,4,4,0,0,0,1
2442095,50.04999924,0,54.27999878,55.74000168,1,4,6,8,4,2,0,1,0,0
2442097,40.02000046,0,52.29999924,46.95000076,0,4,6,10,3,3,0,0,0,0
2445900,44.97000122,0,46.90999985,44.11999893,0,4,6,11,3,2,0,0,0,0
2445916,51,0,47.74000168,40.36000061,0,5,6,8,1,1,1,0,1,1
2445927,52.29000092,0,41.54999924,51.52999878,0,4,1,6,2,3,0,0,0,2
2445957,44.54000092,0,44.65000153,47.50999832,0,5,1,9,2,2,1,0,1,1
2445962,44.61999893,0,41.40999985,38.91999817,0,4,6,11,5,2,0,1,0,0
2445998,67.16000366,0,67.97000122,64.55000305,1,4,6,10,4,2,0,0,0,0
2447400,50.36999893,0,50.75,41.09000015,0,4,6,7,2,1,1,0,1,2
2447401,50.52999878,0,70.55000305,50.09000015,1,4,6,8,2,2,0,0,0,0
2447410,48.11000061,0,35.61999893,37.63999939,0,4,6,7,1,1,0,0,0,2
2447411,53.97000122,0,52.49000168,53.22999954,1,4,6,5,3,1,0,0,0,2
2447422,45.25,0,40.70999908,41.34000015,0,4,6,7,1,3,0,0,0,2
2447433,50.29000092,0,44.52999878,45.77999878,0,4,6,11,2,3,1,0,1,0
2447436,57.54999924,0,54.74000168,54.20999908,0,4,6,8,2,3,0,0,0,0
2447451,50.27000046,0,43.5,49.56000137,0,5,1,6,8,1,0,1,0,4
2447463,50.45000076,0,59.91999817,55.99000168,0,4,6,5,1,1,0,0,0,2
2447489,56.68999863,0,44.86999893,42.49000168,1,4,6,7,8,5,0,0,0,1
2447495,38.86000061,0,51.38000107,38.02000046,1,5,6,10,2,4,0,0,0,0
2454325,60.11999893,0,54.63999939,57.38999939,0,4,6,12,6,6,0,0,0,0
2454344,58.79000092,0,70.55000305,64.36000061,0,4,6,9,3,2,2,0,1,0
2454359,55.99000168,0,59.56000137,52.90000153,0,4,6,12,4,3,0,0,0,0
2454360,39.27000046,0,38.86000061,45.29999924,0,4,6,11,2,5,0,0,0,1
2454374,49.29999924,0,37.81000137,41.52000046,1,4,6,9,1,2,0,0,0,1
2454375,33.65000153,0,40.04999924,38.77999878,1,5,6,12,8,8,0,0,0,0
2454386,61.54999924,0,57.95000076,59.24000168,0,4,6,12,4,2,0,0,0,0
2454391,34.04999924,0,34.16999817,39.52999878,1,4,6,11,2,2,0,0,0,1
2455109,48.31000137,0,43.18999863,42.84000015,0,3,6,4,8,8,0,0,0,2
2457114,41.77999878,0,48.11999893,37.49000168,1,4,6,12,5,6,0,0,0,1
2457116,39.83000183,0,41.27999878,40.65999985,0,4,6,8,2,2,0,1,0,0
2457118,53.38000107,0,41.36999893,45.45999908,1,4,6,9,2,3,0,0,0,0
2457129,34.04999924,0,43.45999908,37.02999878,0,3,6,10,3,3,1,0,1,0
2457139,35.27999878,0,44.06000137,34.49000168,1,2,6,9,8,1,0,0,0,0
2457148,42.56999969,0,50,40.27000046,0,4,2,8,1,2,0,0,0,1
2457175,46.77999878,0,41.27000046,47.08000183,0,3,6,8,1,1,0,0,0,0
2457177,43.47999954,0,40.36999893,41.61000061,0,4,6,11,5,5,0,0,0,2
2457700,38.63000107,0,52.75,40.59000015,1,4,6,10,8,8,0,0,0,0
2457729,65.22000122,0,67.97000122,72.38999939,0,4,6,10,1,7,0,0,0,0
2457755,60.09999847,0,66.84999847,61.29000092,1,4,6,11,1,2,0,0,0,0
2457758,52.65000153,0,58.27000046,57.47000122,1,4,6,11,8,2,0,0,0,0
2457795,37.09000015,0,41.43000031,40.83000183,0,4,6,11,5,6,0,0,0,0
2458914,44.93999863,0,44.43000031,44.15000153,1,3,1,6,2,2,0,0,0,2
2458961,50.75999832,0,61.56000137,47.13999939,1,3,1,6,5,5,0,1,0,2
2458967,51.02000046,0,57.36999893,50.08000183,1,4,6,12,5,2,0,0,0,0
2458992,38.31999969,0,54.72000122,42.79999924,1,4,6,7,1,1,0,0,0,2
2458996,48.25,0,41.09000015,43.75999832,0,4,6,11,2,3,0,1,0,0
2458998,38.52999878,0,39.95999908,38.81999969,0,4,6,10,2,3,0,0,0,0
2472506,46.15999985,0,45.33000183,48.31000137,1,4,6,11,2,2,0,0,0,1
2472509,40.72999954,0,39.16999817,37.56999969,0,4,1,3,1,1,2,1,1,3
2472513,37.00999832,0,38.93000031,39.38000107,1,4,6,11,2,2,0,0,0,0
2472514,34.09000015,0,38.20000076,35.49000168,1,4,6,7,1,1,0,0,0,3
2472531,33.06999969,0,38.06000137,40.75,0,5,6,7,1,2,0,0,0,1
2472537,42.72000122,0,48.47999954,39.68000031,1,4,1,3,1,2,0,1,0,2
2472539,34.56999969,0,51.45999908,38.70000076,1,4,6,11,2,8,2,0,1,0
2472585,58.77000046,0,47.75,65.93000031,0,4,6,10,2,2,0,0,0,0
2472589,49.65000153,0,40.34000015,46.91999817,0,4,6,11,6,5,1,1,1,1
2477211,58.04999924,0,45.41999817,54.65000153,1,4,1,5,1,2,0,0,0,2
2477212,48.54999924,0,51.02999878,44.52000046,1,4,6,6,4,2,0,0,0,1
2477221,51.84999847,0,44.29000092,58.09000015,0,4,5,7,2,2,1,0,1,2
2477236,38.33000183,0,47.00999832,40.84000015,1,4,1,3,2,1,0,0,0,4
2477239,37.36999893,0,52.52000046,49.97999954,0,4,6,10,2,2,0,0,0,0
2477243,51.09999847,0,57.49000168,53.72000122,1,4,1,3,2,2,0,0,0,2
2477252,43.90000153,0,40.66999817,44.13999939,0,4,6,11,1,7,0,0,0,0
2477253,42.90000153,0,56.79000092,43.54000092,1,4,6,7,8,8,0,0,0,3
2477254,62.43000031,0,66.5,64.34999847,0,5,2,8,2,2,0,0,0,1
2477259,46.91999817,0,50.91999817,52.45000076,1,4,6,4,1,1,0,1,0,2
2477264,51.38000107,0,50,51.34999847,1,4,1,5,2,2,0,0,0,2
2477266,51.06999969,0,49.08000183,42,1,4,6,11,3,1,0,0,0,0
2477288,47.31999969,0,56.13999939,46.41999817,1,4,6,6,2,8,0,0,0,1
2479614,52.20000076,0,55.29000092,53.09999847,1,4,1,9,2,4,0,0,0,1
2479634,58.15999985,0,70.55000305,59.33000183,0,4,6,12,7,5,0,0,0,0
2479643,40.79000092,0,53.06999969,43.54000092,1,4,6,9,8,8,0,0,0,0
2479668,33.72000122,0,36.56000137,37.27999878,1,3,6,2,2,1,0,0,0,1
2479678,36.13999939,0,38.24000168,41.70000076,1,4,6,10,1,1,0,0,0,1
2479686,39.77999878,0,43.83000183,56.31999969,1,4,6,11,8,8,0,0,0,1
2479696,43.93999863,0,52.38999939,44.86000061,1,4,2,3,1,1,0,0,0,3
2480507,46.36999893,0,47.20999908,41.63999939,0,3,3,3,1,1,0,0,0,2
2480508,46.52999878,0,40.66999817,50.04000092,0,3,1,10,2,3,0,0,0,0
2480515,42.81999969,0,48.95999908,43.06000137,1,3,4,4,5,1,0,0,0,4
2480521,44.86999893,0,50.90999985,37.56000137,1,3,4,4,2,2,0,0,0,1
2480541,35.77999878,0,50.29000092,38.65999985,1,3,6,3,1,1,0,1,0,3
2480579,65.62000275,0,63.04999924,57.75,1,3,6,10,5,2,0,0,0,0
2480582,54.18000031,0,43.54999924,49.34000015,0,3,6,10,2,2,0,0,0,0
2480585,43.72999954,0,49.63999939,40.24000168,0,3,6,7,3,2,1,1,1,1
2481344,44.27000046,0,48.22999954,46.34999847,0,4,5,10,1,1,2,1,1,1
2481349,49.33000183,0,70.55000305,74.19000244,0,4,6,11,4,2,0,0,0,0
2481359,32.65000153,0,51.02999878,43.18999863,0,4,6,11,2,2,1,1,1,0
2481381,56.25999832,0,59.36999893,54.34000015,0,3,1,8,8,8,1,0,1,1
2481397,51.97000122,0,65.94000244,50.34999847,1,3,6,11,3,5,0,0,0,1
2482004,50.63000107,0,46.86000061,49.5,1,3,6,8,8,8,0,0,0,0
2482025,33.04999924,0,37.50999832,36.83000183,1,3,6,9,3,3,0,0,0,1
2482063,45,0,42.43999863,42.25999832,0,3,6,8,8,8,0,1,0,1
2482064,33.27000046,0,37.47999954,39.54999924,0,2,2,4,8,2,1,0,1,3
2482095,42.25,0,48.27999878,37.93000031,1,3,6,7,3,3,0,0,0,1
2482097,42.06999969,0,35.72000122,36.90000153,1,3,6,4,1,1,1,0,1,2
2482826,66.87000275,0,65.47000122,68.23000336,1,1,6,11,5,5,0,0,0,0
2482837,56.11999893,0,41.40999985,50.58000183,0,4,6,12,8,2,0,0,0,0
2482859,46.70000076,0,55.66999817,48.25,1,4,1,7,2,2,1,1,1,2
2482869,40.58000183,0,45.33000183,51.33000183,0,1,5,10,8,8,0,0,0,1
2482890,35.15999985,0,42.95000076,47.15000153,1,4,6,11,2,2,0,0,0,0
2483808,48.04999924,0,50.75,42.74000168,0,4,6,12,1,6,0,0,0,0
2483815,46.90999985,0,41.99000168,49.09000015,0,4,6,7,1,2,2,0,1,2
2483826,32.79999924,0,42.5,36.43000031,1,4,1,2,2,1,0,0,0,4
2483837,60,0,44.13000107,53.59000015,1,4,6,7,2,2,0,0,0,1
2483874,36.66999817,0,36.36999893,40.47999954,1,4,6,6,1,1,0,0,0,2
2483875,45.91999817,0,37.24000168,39.63000107,1,4,3,4,8,8,0,0,0,2
2483884,50.72999954,0,57.22000122,48.49000168,1,4,6,7,2,1,0,0,0,1
2485608,40.77999878,0,39.08000183,40.36999893,0,3,6,8,2,8,0,1,0,0
2485629,36.5,0,37.15999985,40.70000076,0,3,2,5,5,5,1,0,1,4
2485647,55.75,0,47.47000122,53.45999908,0,3,1,2,3,3,0,1,0,2
2485686,37.86000061,0,42.25999832,40.40999985,0,3,6,8,2,1,0,0,0,1
2485807,54.50999832,0,55.24000168,58.31000137,1,4,6,10,1,5,0,0,0,0
2485819,45.79999924,0,46.86999893,42.36000061,1,4,6,11,5,5,0,0,0,0
2485824,63.65999985,0,58.47999954,71.23000336,0,1,6,11,6,6,0,0,0,0
2485830,47.63999939,0,44.95999908,48.45999908,1,4,6,12,7,4,0,0,0,0
2485836,39.00999832,0,47.61000061,38.65000153,1,4,6,12,2,2,0,0,0,0
2485839,43.29999924,0,51.25,49.29000092,0,4,6,8,4,2,0,1,0,0
2485841,49.40999985,0,36.29000092,45.06999969,1,5,6,10,5,4,0,0,0,0
2485892,42.29999924,0,48.16999817,46.41999817,1,5,6,11,7,2,0,0,0,0
2491023,43.70999908,0,39.36999893,42.86000061,0,4,6,12,2,2,0,0,0,0
2491041,65.19000244,0,62.84000015,70.12000275,1,4,6,12,5,4,0,0,0,0
2491074,47.75,0,48.75999832,42.15999985,1,3,1,4,1,1,0,1,0,4
2491085,60.70999908,0,54.16999817,65.16000366,0,4,6,10,2,1,0,0,0,0
2494812,37.02000046,0,38.81999969,37.36000061,1,3,6,12,5,5,0,1,0,1
2494817,35.11999893,0,33.97000122,37.52000046,0,3,1,7,2,5,0,1,0,2
2494860,36.79999924,0,43.75,43.70999908,1,3,5,7,1,1,0,0,0,2
2497008,47.45999908,0,50.09000015,51.13000107,1,4,6,11,8,5,0,0,0,1
2497052,59.79999924,0,52.99000168,67.88999939,0,4,6,7,5,5,0,0,0,1
2497053,45.38000107,0,47.70000076,51.29000092,1,4,1,10,3,3,0,0,0,0
2497068,64.23999786,0,38.86999893,68.26999664,0,4,6,11,3,3,0,1,0,0
2497091,50.72999954,0,48.15000153,57.22000122,1,4,6,11,2,8,0,0,0,0
2497099,64.87999725,0,59.27000046,67.59999847,0,4,6,12,6,6,1,0,1,0
2499101,44.84000015,0,52.79000092,55.15999985,1,4,6,7,8,8,0,0,0,1
2499122,40.13000107,0,52.65999985,45.83000183,1,4,6,4,1,1,0,0,0,4
2499128,58.06000137,0,40.06000137,50.25,0,5,6,11,1,1,1,1,1,2
2499135,52.41999817,0,44.38999939,53.52999878,0,4,6,7,1,2,0,0,0,1
2499856,56.29999924,0,55.25999832,55.18000031,0,4,6,12,5,2,0,0,0,0
2499867,41.40000153,0,59.58000183,44.59999847,0,4,6,11,5,8,0,1,0,0
2499868,49.40999985,0,40.09000015,45.18999863,1,3,6,7,2,1,0,0,0,1
2499880,49.97999954,0,46.31000137,45.49000168,1,4,6,12,7,5,0,0,0,0
2499889,47.77999878,0,47.15000153,43.18000031,0,4,6,10,2,3,0,0,0,0
2499892,46.90000153,0,43.24000168,43.84000015,1,4,1,8,3,3,0,0,0,2
2501204,36.61000061,0,44.75999832,38.88000107,1,3,6,9,4,5,0,1,0,0
2501207,41.18999863,0,49.40000153,37.31999969,0,3,6,11,5,5,0,0,0,1
2501216,38.43000031,0,38.93999863,37.40000153,1,3,1,3,1,1,0,0,0,3
2501240,37.81000137,0,48.36000061,39.95999908,0,3,6,4,8,1,0,1,0,2
2501248,54.99000168,0,40.18000031,47.5,0,3,6,10,1,1,0,0,0,2
2501251,48.27000046,0,49.00999832,45.36999893,1,2,6,10,2,2,0,0,0,0
2501263,45.5,0,44.38000107,41.50999832,0,4,6,10,2,2,0,0,0,1
2501276,43.25,0,37.45000076,45.63000107,0,3,4,3,1,1,2,1,1,4
2501610,49.22000122,0,54.84999847,49.84999847,0,4,6,12,3,6,0,0,0,0
2501612,60.04000092,0,70.55000305,71.41999817,0,4,6,10,2,3,0,1,0,0
2501624,33.04000092,0,45.66999817,39.63000107,0,4,3,9,2,1,0,0,0,4
2501648,51.22000122,0,45.75,42.81000137,1,2,6,10,3,2,0,0,0,0
2501812,42.50999832,0,47.65000153,58.25999832,1,2,6,8,1,1,0,0,0,2
2504417,55.06999969,0,69.15000153,59.79000092,0,4,6,10,2,1,0,0,0,1
2504418,45.34000015,0,58.52000046,52.86000061,1,4,6,11,5,5,0,0,0,0
2504429,50.49000168,0,40.90000153,45.16999817,0,4,6,11,4,4,1,0,1,1
2504458,50.90000153,0,36.88999939,38.38999939,0,4,6,6,4,1,0,0,0,1
2504469,49.40999985,0,59.95000076,64.01999664,0,4,6,11,3,5,1,0,1,0
2504475,54.43000031,0,42.63000107,52.18000031,1,4,1,6,1,2,2,1,1,2
2504485,47.06000137,0,50.50999832,48.11999893,1,4,6,9,3,3,0,0,0,0
2504491,50.34999847,0,52.02999878,56.50999832,1,4,6,10,3,3,0,0,0,1
2505101,51.33000183,0,54.27000046,54.18999863,0,2,6,9,1,1,0,0,0,1
2505113,39.74000168,0,41.88999939,38.88000107,0,2,1,3,8,8,2,0,1,4
2505172,41.75,0,41.54999924,47.20999908,0,2,6,6,8,8,0,0,0,3
2506403,45.54999924,0,57.02999878,45.65999985,1,4,6,12,5,6,0,0,0,0
2506410,40.88000107,0,43.59000015,36.88999939,1,3,6,6,2,2,0,0,0,1
2506427,68.04000092,0,63.54999924,69.94999695,0,4,6,10,8,8,0,0,0,0
2506435,63.34000015,0,67.29000092,77.19999695,1,4,6,10,2,2,0,0,0,0
2506437,51.54000092,0,55.34999847,48.81999969,0,3,6,12,2,2,0,0,0,0
2506438,49.43000031,0,58.63000107,50.41999817,0,4,6,12,5,5,0,1,0,1
2506450,46.83000183,0,49.56999969,43.04999924,0,3,6,11,2,4,0,1,0,0
2506460,54.09000015,0,59.13000107,64.13999939,1,4,6,12,5,2,1,0,1,1
2506490,61.54999924,0,55.75,59.45999908,0,4,6,11,2,6,1,1,1,0
2506494,63.04000092,0,62.95000076,69.05999756,1,3,6,11,2,5,0,0,0,0
2506720,47.86999893,0,54.65999985,56.22000122,1,4,6,12,7,6,0,0,0,0
2506721,49.59999847,0,56.45999908,43.88999939,1,4,6,9,8,3,0,0,0,0
2506725,54.13999939,0,50.84000015,62.13000107,1,4,6,11,1,1,0,0,0,0
2506750,46.11999893,0,54.27000046,46.88999939,1,4,6,9,4,4,0,0,0,1
2506782,53.15999985,0,39.15000153,43.25999832,0,4,6,11,5,5,0,0,0,0
2506784,42.56000137,0,39.34000015,40.24000168,1,4,6,9,1,1,0,0,0,1
2506795,51.20000076,0,40.90000153,49.88000107,0,4,6,9,8,8,1,0,1,0
2507110,36.81999969,0,43.27000046,36.59999847,1,3,6,11,8,8,0,1,0,0
2507121,40.45000076,0,41.38000107,42.97000122,1,3,6,7,2,8,0,0,0,2
2507146,42.63000107,0,46.90000153,39.68999863,1,3,6,10,4,2,0,0,0,0
2507162,35.95000076,0,41.83000183,39.68999863,1,3,3,3,1,2,0,0,0,3
2507165,36.84999847,0,35.13999939,35.34000015,0,3,3,9,2,1,0,0,0,1
2507196,41.56000137,0,46.34000015,42.56000137,1,2,6,7,2,2,0,0,0,1
2507609,60.43999863,0,59.06000137,58.68999863,1,2,4,3,5,1,0,0,0,4
2507610,45.66999817,0,51.88999939,47.99000168,1,2,6,5,1,1,0,0,0,2
2507638,56.54000092,0,52.00999832,50.11000061,0,2,6,10,2,6,1,0,1,0
2507640,54.33000183,0,49.65000153,46.81999969,0,4,6,8,2,1,0,0,0,0
2507648,52.97000122,0,36.06999969,50.61000061,1,2,6,7,2,2,0,0,0,1
2507649,48.04000092,0,56.59999847,48.27999878,1,2,4,7,1,1,0,0,0,2
2507651,48.31999969,0,56.43000031,48.72999954,1,2,6,11,5,1,0,0,0,0
2507662,60.45000076,0,40.72999954,53.02000046,1,2,6,10,1,1,0,0,0,1
2507665,48.54000092,0,38.68999863,45.84000015,0,2,6,10,3,2,0,0,0,0
2507668,49.90000153,0,43.95999908,51.40000153,0,2,6,11,2,2,0,0,0,0
2507678,50.72000122,0,40.25,48,0,4,6,7,3,3,0,0,0,1
2508818,55.34999847,0,54.59000015,47.33000183,1,5,6,10,2,2,0,0,0,1
2508825,42.16999817,0,44.06000137,37.22999954,1,4,6,8,6,1,0,0,0,0
2508829,59.59999847,0,58.68999863,60.84999847,0,4,6,12,6,5,0,0,0,0
2508845,64.91999817,0,62.47000122,67.5,1,4,6,12,5,4,0,0,0,0
2508856,64.19000244,0,69.15000153,69.27999878,1,4,6,12,8,2,0,0,0,0
2508867,57.90000153,0,57.56999969,60.38999939,0,4,6,8,2,2,0,0,0,1
2508877,69.19000244,0,70.55000305,73.33000183,0,4,1,12,6,4,0,0,0,0
2508892,59.29000092,0,70.55000305,60.47000122,1,4,6,11,5,5,0,0,0,0
2509507,52.59000015,0,44.33000183,60.45999908,0,4,6,9,3,5,0,0,0,1
2509533,42.13999939,0,37.88999939,46.20999908,1,3,5,3,4,4,0,0,0,1
2509541,54.38000107,0,53.79999924,47.97999954,0,4,6,10,4,2,0,0,0,0
2509543,47.65000153,0,50.22999954,48.95999908,1,3,6,10,2,1,1,0,1,0
2509553,50.86000061,0,47.25999832,48.86999893,0,3,6,5,8,8,0,0,0,2
2509555,43.56000137,0,49.25,44.25999832,0,4,6,10,8,8,0,0,0,0
2509574,48.79999924,0,58.29999924,51.15999985,0,4,6,11,6,3,0,0,0,0
2509593,48.27999878,0,35.31000137,45.54000092,0,4,6,11,3,5,1,1,1,0
2510101,48.83000183,0,46.36000061,52.86000061,0,4,6,12,3,3,0,0,0,0
2510130,54.72000122,0,58.65000153,54.29000092,0,4,6,12,2,2,0,0,0,0
2510131,48.68999863,0,47.52999878,39.40999985,1,5,6,10,4,3,0,0,0,0
2510139,58.27999878,0,70.55000305,61.97999954,1,2,6,11,3,3,0,0,0,0
2510141,52.06000137,0,47.36000061,47.97999954,1,4,6,12,2,2,0,0,0,0
2510148,54.33000183,0,70.55000305,52.20000076,0,5,6,11,5,5,1,0,1,0
2510149,55.86000061,0,40.22000122,52.11999893,1,1,6,8,3,3,0,0,0,1
2510162,51.97999954,0,46.58000183,49.86999893,0,2,6,10,4,2,0,0,0,0
2510178,45.22000122,0,51.84000015,47.90999985,0,4,6,11,5,3,0,0,0,0
2510185,40.04000092,0,42.68999863,44,1,4,1,7,2,2,0,0,0,2
2510192,65.34999847,0,65.34999847,67.51000214,1,4,1,10,2,2,0,0,0,2
2510504,45.43000031,0,46.81999969,45.20999908,0,5,6,12,1,2,1,1,1,1
2510534,45.09999847,0,58.50999832,42.49000168,1,5,6,10,5,1,0,0,0,0
