"data_id","treat","age","educ","black","hisp","marr","nodegree","re74","re75","re78","agesq","agecube","educsq","u74","u75","interaction1","re74sq","re75sq","interaction2"
"CPS1",0,27,16,0,0,0,0,9717.962890625,8459.2744140625,13618.73046875,729,19683,256,0,0,155487.40625,94438802.7435646,71559323.6124125,0
"CPS1",0,21,11,0,0,0,1,29.3889999389648,0,1823.51501464844,441,9261,121,0,1,323.278999328613,863.713317412476,0,0
"CPS1",0,45,8,0,0,1,1,2500.02392578125,0,3221.44409179688,2025,91125,64,0,1,20000.19140625,6250119.62947869,0,0
"CPS1",0,17,7,0,0,0,1,0,0,4425.791015625,289,4913,49,1,1,0,0,0,0
"CPS1",0,21,12,0,0,1,0,8134.8759765625,6892.7421875,5204.55322265625,441,9261,144,0,0,97618.51171875,66176207.1540537,47509894.8633423,0
"CPS1",0,18,12,0,0,0,0,901.2626953125,7211.4189453125,12380.3896484375,324,5832,144,0,0,10815.15234375,812274.445961952,52004563.204812,0
"CPS1",0,36,12,0,0,1,0,24151.880859375,25068.099609375,25564.669921875,1296,46656,144,0,0,289822.5703125,583313349.045444,628409618.025547,0
"CPS1",0,22,12,0,0,1,0,16026.7998046875,18374.080078125,20688.169921875,484,10648,144,0,0,192321.59765625,256858311.979531,337606818.71735,0
"CPS1",0,24,12,0,0,1,0,10850.419921875,11134.01953125,20528.580078125,576,13824,144,0,0,130205.0390625,117731612.481022,123966390.922256,0
"CPS1",0,32,12,0,0,1,0,18056.599609375,16003.6904296875,18520.349609375,1024,32768,144,0,0,216679.1953125,326040789.453281,256118107.369271,0
"CPS1",0,17,10,0,0,0,1,127.35230255127,350.903198242188,5643.43798828125,289,4913,100,0,0,1273.5230255127,16218.6089651101,123133.054536596,0
"CPS1",0,29,12,0,0,1,0,9753.23046875,6851.56494140625,12981.830078125,841,24389,144,0,0,117038.765625,95125504.5765533,46943942.1463072,0
"CPS1",0,33,11,0,0,1,1,10807.3203125,11348.849609375,25564.669921875,1089,35937,121,0,0,118880.5234375,116798172.336975,128796387.456211,0
"CPS1",0,22,12,0,0,1,0,10113.740234375,9288.1943359375,2365.84008789062,484,10648,144,0,0,121364.8828125,102287741.528416,86270554.0221415,0
"CPS1",0,48,8,0,0,1,1,25862.3203125,25243.55078125,25564.669921875,2304,110592,64,0,0,206898.5625,668859611.94635,637236856.045547,0
"CPS1",0,27,12,0,0,1,0,10973.849609375,16163.0302734375,7370.89990234375,729,19683,144,0,0,131686.1953125,120425375.24918,261243547.620057,0
"CPS1",0,46,8,0,0,1,1,18101.669921875,14770.16015625,17157.880859375,2116,97336,64,0,0,144813.359375,327670453.960514,218157631.041275,0
"CPS1",0,16,10,0,0,0,1,0,0,4675.52685546875,256,4096,100,1,1,0,0,0,0
"CPS1",0,34,9,0,0,1,1,0,2866.30590820312,14335.4296875,1156,39304,81,1,0,0,0,8215709.55940014,0
"CPS1",0,30,13,0,0,1,0,14537.759765625,15097.7900390625,22776.19921875,900,27000,169,0,0,188990.876953125,211346459.003025,227943264.063615,0
"CPS1",0,17,11,0,0,0,1,0,1589.80603027344,10363.2998046875,289,4913,121,1,0,0,0,2527483.21389379,0
"CPS1",0,42,8,0,0,1,1,3177.93090820312,5610.87109375,7180.27294921875,1764,74088,64,0,0,25423.447265625,10099244.8573127,31481874.4306793,0
"CPS1",0,46,9,0,0,0,1,25862.3203125,25243.55078125,20340.91015625,2116,97336,81,0,0,232760.8828125,668859611.94635,637236856.045547,0
"CPS1",0,35,12,0,0,1,0,25860.359375,24219.48046875,25564.669921875,1225,42875,144,0,0,310324.3125,668758187.00415,586583234.176163,0
"CPS1",0,52,12,0,0,1,0,0,0,0,2704,140608,144,1,1,0,0,0,0
"CPS1",0,23,13,0,0,1,0,5450.68017578125,4189.35498046875,14914.6904296875,529,12167,169,0,0,70858.8422851562,29709914.3786547,17550695.1523783,0
"CPS1",0,26,16,0,0,1,0,12455.0595703125,15860.4697265625,20434,676,17576,256,0,0,199280.953125,155128508.900033,251554499.947206,0
"CPS1",0,41,16,0,0,1,0,16334.41015625,0,0,1681,68921,256,0,1,261350.5625,266812955.152603,0,0
"CPS1",0,26,14,1,0,0,0,17758.7890625,18923.7109375,25564.669921875,676,17576,196,0,0,248623.046875,315374588.96637,358106835.646057,0
"CPS1",0,41,13,1,0,0,0,25862.3203125,25243.55078125,25564.669921875,1681,68921,169,0,0,336210.1640625,668859611.94635,637236856.045547,0
"CPS1",0,53,12,0,0,1,0,25862.3203125,25243.55078125,431.496185302734,2809,148877,144,0,0,310347.84375,668859611.94635,637236856.045547,0
"CPS1",0,22,12,0,0,1,0,21085.630859375,19197.630859375,0,484,10648,144,0,0,253027.5703125,444603828.737827,368549030.612827,0
"CPS1",0,19,12,0,0,0,0,14686.66015625,12288.76953125,650.19970703125,361,6859,144,0,0,176239.921875,215697986.545181,151013856.592178,0
"CPS1",0,24,12,0,0,1,0,19296.8203125,17149.5,16531.330078125,576,13824,144,0,0,231561.84375,372367274.172913,294105350.25,0
"CPS1",0,22,13,0,0,0,0,3992.98608398438,7664.37109375,10663.26953125,484,10648,169,0,0,51908.8190917969,15943937.8668929,58742584.2627106,0
"CPS1",0,20,12,0,0,0,0,6978.908203125,15631.3095703125,21305.859375,400,8000,144,0,0,83746.8984375,48705159.7076454,244337838.882943,0
"CPS1",0,37,11,0,0,1,1,10879.8095703125,11112.5302734375,12414.3798828125,1369,50653,121,0,0,119677.905273438,118370256.286263,123488329.078065,0
"CPS1",0,42,8,0,0,1,1,18268.19921875,18912.970703125,17685.4296875,1764,74088,64,0,0,146145.59375,333727102.695938,357700460.817265,0
"CPS1",0,20,12,0,0,0,0,94.044807434082,0,15031.4296875,400,8000,144,0,1,1128.53768920898,8844.42580531357,0,0
"CPS1",0,51,15,0,0,1,0,25862.3203125,16453.060546875,14605.849609375,2601,132651,225,0,0,387934.8046875,668859611.94635,270703201.359135,0
"CPS1",0,16,9,0,0,0,1,0,130.693496704102,121.173599243164,256,4096,81,1,0,0,0,17080.790080745,0
"CPS1",0,51,12,0,0,1,0,14477.01953125,11619.1904296875,0,2601,132651,144,0,0,173724.234375,209584094.508194,135005586.241342,0
"CPS1",0,25,12,0,0,1,0,12905.6904296875,12276.240234375,15183.6396484375,625,15625,144,0,0,154868.28515625,166556845.466928,150706074.292088,0
"CPS1",0,52,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875,2704,140608,144,0,0,310347.84375,668859611.94635,637236856.045547,0
"CPS1",0,25,16,0,0,1,0,11434.2802734375,12877.7900390625,10302.7099609375,625,15625,256,0,0,182948.484375,130742765.371522,165837476.290177,0
"CPS1",0,26,18,0,0,1,0,0,21632.470703125,21873.310546875,676,17576,324,1,0,0,0,467963788.721561,0
"CPS1",0,43,8,0,0,0,1,0,311.51611328125,165.505401611328,1849,79507,64,1,0,0,0,97042.2888338566,0
"CPS1",0,45,8,0,0,0,1,0,0,0,2025,91125,64,1,1,0,0,0,0
"CPS1",0,55,13,0,0,1,0,11559.669921875,14080.8896484375,14815.6904296875,3025,166375,169,0,0,150275.708984375,133625968.702702,198271453.291474,0
"CPS1",0,50,6,0,0,1,1,19149.869140625,18528.05078125,22606.259765625,2500,125000,36,0,0,114899.21484375,366717488.103062,343288665.752579,0
"CPS1",0,19,12,0,0,0,0,5290.02001953125,13187.51953125,20723.640625,361,6859,144,0,0,63480.240234375,27984311.8070414,173910671.3871,0
"CPS1",0,29,12,0,0,1,0,24128.369140625,22812.2890625,25564.669921875,841,24389,144,0,0,289540.4296875,582178197.386265,520400532.271057,0
"CPS1",0,53,8,0,0,1,1,17304.240234375,16066.349609375,11418.3896484375,2809,148877,64,0,0,138433.921875,299436730.088963,258127589.770664,0
"CPS1",0,18,9,0,0,0,1,4098.7861328125,5646.6767578125,8081.68701171875,324,5832,81,0,0,36889.0751953125,16800047.762536,31884958.4072199,0
"CPS1",0,51,10,0,0,1,1,822.89208984375,13280.6103515625,18812.939453125,2601,132651,100,0,0,8228.9208984375,677151.391527414,176374611.310029,0
"CPS1",0,49,12,0,0,1,0,12588.2900390625,12056.0302734375,11258.7998046875,2401,117649,144,0,0,151059.48046875,158465046.10756,145347865.954041,0
"CPS1",0,36,10,0,0,0,1,13946.0595703125,14650.2099609375,13100.0498046875,1296,46656,100,0,0,139460.595703125,194492577.538705,214628651.899552,0
"CPS1",0,44,13,0,0,1,0,25862.3203125,25243.55078125,25564.669921875,1936,85184,169,0,0,336210.1640625,668859611.94635,637236856.045547,0
"CPS1",0,22,14,0,0,0,0,14185.08984375,10473.3896484375,13199.0498046875,484,10648,196,0,0,198591.2578125,201216773.875259,109691890.727998,0
"CPS1",0,18,12,0,0,0,0,0,91.3064498901367,16519.509765625,324,5832,144,1,0,0,0,8336.86779154005,0
"CPS1",0,18,12,0,1,0,0,3857.7958984375,1924.59704589844,9705.7080078125,324,5832,144,0,0,46293.55078125,14882589.1940012,3704073.78908099,0
"CPS1",0,37,8,0,1,1,1,21773.330078125,10731.1904296875,0,1369,50653,64,0,0,174186.640625,474077902.690983,115158448.038217,0
"CPS1",0,49,8,0,1,1,1,15964.1103515625,2028.43505859375,0,2401,117649,64,0,0,127712.8828125,254852819.316865,4114548.78693223,0
"CPS1",0,49,8,0,1,0,1,18242.73046875,13905.4404296875,7481.72998046875,2401,117649,64,0,0,145941.84375,332797214.95546,193361273.543588,0
"CPS1",0,55,6,0,1,0,1,6112.912109375,8539.8388671875,5058.2578125,3025,166375,36,0,0,36677.47265625,37367694.4569435,72928847.8775263,0
"CPS1",0,45,12,0,0,0,0,6016.908203125,7206.0478515625,0,2025,91125,144,0,0,72202.8984375,36203184.3248329,51927125.6390085,0
"CPS1",0,30,14,0,0,1,0,23170.2890625,19045.44921875,20323.169921875,900,27000,196,0,0,324384.046875,536862295.239807,362729135.943985,0
"CPS1",0,21,12,0,1,0,0,3546.27294921875,5551.7900390625,2246.14404296875,441,9261,144,0,0,42555.275390625,12576051.8303607,30822372.6378336,0
"CPS1",0,19,12,0,1,0,0,9757.1494140625,0,116.74040222168,361,6859,144,0,1,117085.79296875,95201964.6883402,0,0
"CPS1",0,19,10,0,0,1,1,2621.4990234375,8539.8388671875,14972.330078125,361,6859,100,0,0,26214.990234375,6872257.12988377,72928847.8775263,0
"CPS1",0,52,4,0,1,1,1,25862.3203125,11078.51953125,14384.1904296875,2704,140608,16,0,0,103449.28125,668859611.94635,122733595.004288,0
"CPS1",0,22,11,0,1,0,1,7341.373046875,2535.09692382812,14187.650390625,484,10648,121,0,0,80755.103515625,53895758.2133827,6426716.41320282,0
"CPS1",0,50,6,0,1,1,1,25862.3203125,17496.8203125,25564.669921875,2500,125000,36,0,0,155173.921875,668859611.94635,306138721.047913,0
"CPS1",0,37,12,1,0,1,0,15930.7998046875,15031.5498046875,14211.2998046875,1369,50653,144,0,0,191169.59765625,253790382.417031,225947489.530801,0
"CPS1",0,31,11,0,0,1,1,0,4241.27392578125,6757.64404296875,961,29791,121,1,0,0,0,17988404.5135119,0
"CPS1",0,23,12,0,0,1,0,6831.962890625,7207.8388671875,16254.990234375,529,12167,144,0,0,81983.5546875,46675716.9388771,51952941.1353388,0
"CPS1",0,32,12,0,0,0,0,25862.3203125,25243.55078125,25564.669921875,1024,32768,144,0,0,310347.84375,668859611.94635,637236856.045547,0
"CPS1",0,51,8,1,0,1,1,25836.849609375,25243.55078125,4459.77880859375,2601,132651,64,0,0,206694.796875,667542797.737461,637236856.045547,0
"CPS1",0,29,12,1,0,1,0,22388.5390625,22221.48046875,25564.669921875,841,24389,144,0,0,268662.46875,501246681.353088,493794194.223038,0
"CPS1",0,33,12,1,0,1,0,13834.3798828125,13371.919921875,15392,1089,35937,144,0,0,166012.55859375,191390066.741967,178808242.397038,0
"CPS1",0,50,16,1,0,1,0,11011.080078125,12184.9404296875,14385.669921875,2500,125000,256,0,0,176177.28125,121243884.486881,148472773.275033,0
"CPS1",0,31,13,0,0,1,0,21963.380859375,19856.470703125,0,961,29791,169,0,0,285523.951171875,482390098.77396,394279428.784061,0
"CPS1",0,33,12,0,0,1,0,23401.48046875,25243.55078125,25564.669921875,1089,35937,144,0,0,280817.765625,547629288.129288,637236856.045547,0
"CPS1",0,31,12,0,0,1,0,21961.419921875,19881.529296875,24104.6796875,961,29791,144,0,0,263537.0390625,482303964.984928,395275207.182499,0
"CPS1",0,48,12,0,0,1,0,18279.9609375,16605.240234375,15811.669921875,2304,110592,144,0,0,219359.53125,334156971.876526,275734003.241306,0
"CPS1",0,42,12,0,0,1,0,20742.759765625,21388.98046875,25564.669921875,1764,74088,144,0,0,248913.1171875,430262082.694431,457488485.492569,0
"CPS1",0,19,12,0,0,0,0,10278.3095703125,17194.259765625,18218.890625,361,6859,144,0,0,123339.71484375,105643647.623178,295642568.887791,0
"CPS1",0,18,11,0,0,0,1,1984.73706054688,764.467712402344,5641.9599609375,324,5832,121,0,0,21832.1076660156,3939181.19950825,584410.883305673,0
"CPS1",0,27,12,0,0,1,0,22696.150390625,25243.55078125,25564.669921875,729,19683,144,0,0,272353.8046875,515115242.553867,637236856.045547,0
"CPS1",0,31,12,0,1,1,0,21875.2109375,24985.740234375,25564.669921875,961,29791,144,0,0,262502.53125,478524853.56012,624287215.059666,0
"CPS1",0,25,12,0,1,1,0,16781.119140625,16451.26953125,17995.75,625,15625,144,0,0,201373.4296875,281605959.611851,270644269.189835,0
"CPS1",0,27,17,0,0,0,0,17186.689453125,20051.609375,25564.669921875,729,19683,289,0,0,292173.720703125,295382294.358158,402067038.527588,0
"CPS1",0,20,12,0,0,1,0,13891.2001953125,13946.6103515625,13301.01953125,400,8000,144,0,0,166694.40234375,192965442.86625,194507940.29831,0
"CPS1",0,42,8,0,0,1,1,25862.3203125,25243.55078125,0,1764,74088,64,0,0,206898.5625,668859611.94635,637236856.045547,0
"CPS1",0,19,10,1,0,1,1,311.523406982422,2030.22595214844,8881.13671875,361,6859,100,0,0,3115.23406982422,97046.8330979357,4121817.41677703,0
"CPS1",0,43,13,0,0,1,0,23305.48046875,24296.470703125,25564.669921875,1849,79507,169,0,0,302971.24609375,543145419.879288,590318488.627811,0
"CPS1",0,33,14,0,0,1,0,10652.5302734375,5707.5478515625,14620.6298828125,1089,35937,196,0,0,149135.423828125,113476401.226502,32576102.4778757,0
"CPS1",0,34,17,0,0,1,0,17678.4609375,18465.390625,21036.919921875,1156,39304,289,0,0,300533.8359375,312527981.118713,340970650.933838,0
"CPS1",0,28,13,0,0,1,0,17090.6796875,20200.2109375,7200.9619140625,784,21952,169,0,0,222178.8359375,292091332.180725,408048521.919495,0
"CPS1",0,55,12,0,0,1,0,25862.3203125,25243.55078125,0,3025,166375,144,0,0,310347.84375,668859611.94635,637236856.045547,0
"CPS1",0,24,16,0,0,1,0,2221.80908203125,0,2992.39599609375,576,13824,256,0,1,35548.9453125,4936435.59699655,0,0
"CPS1",0,28,14,0,0,1,0,12076.919921875,8400.1943359375,25564.669921875,784,21952,196,0,0,169076.87890625,145851994.799381,70563264.8815165,0
"CPS1",0,26,9,0,0,1,1,11959.3603515625,17067.150390625,21286.650390625,676,17576,81,0,0,107634.243164062,143026300.018525,291287622.456211,0
"CPS1",0,39,18,0,0,1,0,20403.80078125,19100.94921875,18688.810546875,1521,59319,324,0,0,367268.4140625,416315086.320938,364846261.057266,0
"CPS1",0,18,10,0,0,1,1,6375.4541015625,15892.6904296875,12961.1396484375,324,5832,100,0,0,63754.541015625,40646415.0011301,252577609.093881,0
"CPS1",0,33,16,0,0,1,0,25862.3203125,25243.55078125,25564.669921875,1089,35937,256,0,0,413797.125,668859611.94635,637236856.045547,0
"CPS1",0,45,12,1,0,1,0,0,0,0,2025,91125,144,1,1,0,0,0,0
"CPS1",0,28,13,0,0,1,0,14132.1904296875,13835.6103515625,15572.2802734375,784,21952,169,0,0,183718.475585938,199718806.340951,191424113.800263,0
"CPS1",0,31,13,0,0,0,0,23965.75,25243.55078125,25564.669921875,961,29791,169,0,0,311554.75,574357173.0625,637236856.045547,0
"CPS1",0,26,13,0,0,1,0,215.519302368164,687.48388671875,5019.8369140625,676,17576,169,0,0,2801.75093078613,46448.5696932601,472634.094497919,0
"CPS1",0,30,16,0,0,1,0,5730.85498046875,2107.2099609375,9433.8056640625,900,27000,256,0,0,91693.6796875,32842698.8071635,4440333.81947422,0
"CPS1",0,25,16,0,0,0,0,0,0,19961.130859375,625,15625,256,1,1,0,0,0,0
"CPS1",0,40,16,0,1,0,0,20390.08984375,19634.470703125,24385.439453125,1600,64000,256,0,0,326241.4375,415755763.836197,385512439.791874,0
"CPS1",0,41,12,0,1,1,0,25862.3203125,25243.55078125,25564.669921875,1681,68921,144,0,0,310347.84375,668859611.94635,637236856.045547,0
"CPS1",0,30,7,0,0,1,1,25711.4609375,18295.310546875,25564.669921875,900,27000,49,0,0,179980.2265625,661079223.540588,334718388.006596,0
"CPS1",0,28,16,0,0,1,0,4880.5341796875,18844.939453125,23033.3203125,784,21952,256,0,0,78088.546875,23819613.8790979,355131742.991947,0
"CPS1",0,17,9,0,1,0,1,1214.74499511719,2694.43505859375,17886.400390625,289,4913,81,0,0,10932.7049560547,1475605.40316226,7259980.2849791,0
"CPS1",0,16,9,0,1,0,1,0,4031.80590820312,7314.7470703125,256,4096,81,1,0,0,0,16255458.8814216,1
"CPS1",0,27,9,0,0,1,1,22504.140625,25243.55078125,25564.669921875,729,19683,81,0,0,202537.265625,506436345.269775,637236856.045547,0
"CPS1",0,27,12,0,0,1,0,25862.3203125,25243.55078125,28.0767993927002,729,19683,144,0,0,310347.84375,668859611.94635,637236856.045547,0
"CPS1",0,35,12,0,0,1,0,25862.3203125,24706.44921875,25564.669921875,1225,42875,144,0,0,310347.84375,668859611.94635,610408632.998672,0
"CPS1",0,24,9,0,0,1,1,18534.66015625,18012.439453125,20660.099609375,576,13824,81,0,0,166811.94140625,343533627.107681,324447975.052494,0
"CPS1",0,17,11,0,0,0,1,1344.05700683594,1448.37097167969,7588.1259765625,289,4913,121,0,0,14784.6270751953,1806489.23762478,2097778.47160436,0
"CPS1",0,26,18,1,0,0,0,6367.6171875,17489.66015625,6360.134765625,676,17576,324,0,0,114617.109375,40546548.6465454,305888212.381119,0
"CPS1",0,24,16,0,0,0,0,0,8024.22607421875,12480.8798828125,576,13824,256,1,0,0,0,64388204.0901721,0
"CPS1",0,21,13,0,0,0,0,513.327880859375,578.274169921875,0,441,9261,169,0,0,6673.26245117188,263505.513267577,334401.015598834,0
"CPS1",0,24,12,0,0,1,0,14392.76953125,21011.23046875,25564.669921875,576,13824,144,0,0,172713.234375,207151814.779678,441471805.810928,0
"CPS1",0,19,12,0,0,0,0,2098.375,7734.19384765625,0,361,6859,144,0,0,25180.5,4403177.640625,59817754.4731238,0
"CPS1",0,44,10,0,0,1,1,25862.3203125,19677.439453125,25564.669921875,1936,85184,100,0,0,258623.203125,668859611.94635,387201623.4314,0
"CPS1",0,40,12,0,0,1,0,25807.4609375,25243.55078125,25564.669921875,1600,64000,144,0,0,309689.53125,666025040.040588,637236856.045547,0
"CPS1",0,35,13,0,0,1,0,18763.900390625,18318.580078125,15946.150390625,1225,42875,169,0,0,243930.705078125,352083957.869297,335570376.078678,0
"CPS1",0,31,17,0,0,1,0,4173.23779296875,11552.9501953125,23504.720703125,961,29791,289,0,0,70945.0424804688,17415913.6766627,133470658.215371,0
"CPS1",0,31,16,0,0,1,0,23258.4609375,25243.55078125,25564.669921875,961,29791,256,0,0,372135.375,540956005.181213,637236856.045547,0
"CPS1",0,18,12,0,0,0,0,2433.40893554688,3786.53198242188,0,324,5832,144,0,0,29200.9072265625,5921479.04759938,14337824.4539037,0
"CPS1",0,30,10,0,0,1,1,858.158874511719,0,0,900,27000,100,0,1,8581.58874511719,736436.65390322,0,0
"CPS1",0,34,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875,1156,39304,144,0,0,310347.84375,668859611.94635,637236856.045547,0
"CPS1",0,21,10,1,0,1,1,8793.189453125,14430,8850.103515625,441,9261,100,0,0,87931.89453125,77320180.7585487,208224900,0
"CPS1",0,28,16,0,0,1,0,18810.919921875,19747.259765625,25564.669921875,784,21952,256,0,0,300974.71875,353850708.307194,389954268.251072,0
"CPS1",0,25,13,0,0,1,0,1032.53405761719,9277.4521484375,9253.5244140625,625,15625,169,0,0,13422.9427490234,1066126.58013941,86071118.3665476,0
"CPS1",0,27,13,0,0,1,0,9917.80859375,13098,24907.080078125,729,19683,169,0,0,128931.51171875,98362927.3022614,171557604,0
"CPS1",0,48,15,1,0,1,0,19986.48046875,21970.83984375,23030.369140625,2304,110592,225,0,0,299797.20703125,399459401.527725,482717803.439713,0
"CPS1",0,17,11,1,0,0,1,1496.88000488281,803.854797363281,10964.73046875,289,4913,121,0,0,16465.6800537109,2240649.74901797,646182.535243962,0
"CPS1",0,35,15,1,0,0,0,0,0,0,1225,42875,225,1,1,0,0,0,0
"CPS1",0,23,12,0,1,0,0,14657.26953125,8008.11279296875,13451.75,529,12167,144,0,0,175887.234375,214835550.11171,64129870.5049098,0
"CPS1",0,24,12,0,1,1,0,9429.951171875,25243.55078125,25564.669921875,576,13824,144,0,0,113159.4140625,88923979.1039467,637236856.045547,0
"CPS1",0,24,14,1,0,1,0,8991.0751953125,2468.85498046875,852.648193359375,576,13824,196,0,0,125875.052734375,80839433.1677637,6095244.91458535,0
"CPS1",0,48,12,1,0,1,0,15654.5400390625,25171.939453125,25202.630859375,2304,110592,144,0,0,187854.48046875,245064623.834611,633626535.831791,0
"CPS1",0,26,12,0,0,1,0,15736.830078125,20107.109375,10843.5595703125,676,17576,144,0,0,188841.9609375,247647820.90778,404295847.418213,0
"CPS1",0,54,8,0,0,1,1,25862.3203125,25243.55078125,25564.669921875,2916,157464,64,0,0,206898.5625,668859611.94635,637236856.045547,0
"CPS1",0,29,13,0,0,1,0,25862.3203125,25243.55078125,25564.669921875,841,24389,169,0,0,336210.1640625,668859611.94635,637236856.045547,0
"CPS1",0,47,14,0,0,1,0,22911.669921875,25152.240234375,22241.259765625,2209,103823,196,0,0,320763.37890625,524944618.608952,632635188.807713,0
"CPS1",0,25,9,0,1,1,1,13176.0703125,6378.9189453125,0,625,15625,81,0,0,118584.6328125,173608828.879944,40690606.9108667,0
"CPS1",0,31,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875,961,29791,144,0,0,310347.84375,668859611.94635,637236856.045547,0
"CPS1",0,32,12,1,0,1,0,19594.630859375,19867.2109375,25564.669921875,1024,32768,144,0,0,235135.5703125,383949558.515171,394706070.43512,0
"CPS1",0,43,10,0,0,1,1,13848.099609375,6971.51611328125,19857.689453125,1849,79507,100,0,0,138480.99609375,191769862.791172,48602036.9177401,0
"CPS1",0,18,11,0,0,0,1,7460.88818359375,9196.88671875,22007.779296875,324,5832,121,0,0,82069.7700195312,55664852.4880888,84582725.3175201,0
"CPS1",0,34,10,0,0,1,1,21875.2109375,13982.419921875,23139.720703125,1156,39304,100,0,0,218752.109375,478524853.56012,195508066.871647,0
"CPS1",0,52,12,0,0,1,0,3957.71899414062,0,13790.1396484375,2704,140608,144,0,1,47492.6279296875,15663539.6365815,0,0
"CPS1",0,24,17,0,0,1,0,6171.68994140625,6953.61279296875,0,576,13824,289,0,0,104918.729003906,38089756.7328551,48352730.8745387,0
"CPS1",0,38,12,0,0,1,0,25086.44921875,25243.55078125,25564.669921875,1444,54872,144,0,0,301037.390625,629329934.404922,637236856.045547,0
"CPS1",0,37,12,1,0,1,0,0,0,0,1369,50653,144,1,1,0,0,0,0
"CPS1",0,49,13,0,0,1,0,25862.3203125,22692.33984375,25564.669921875,2401,117649,169,0,0,336210.1640625,668859611.94635,514942287.584244,0
"CPS1",0,30,10,0,0,1,1,23144.8203125,25243.55078125,25564.669921875,900,27000,100,0,0,231448.203125,535682707.297913,637236856.045547,0
"CPS1",0,55,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875,3025,166375,144,0,0,310347.84375,668859611.94635,637236856.045547,0
"CPS1",0,29,14,0,0,1,0,25862.3203125,25243.55078125,25564.669921875,841,24389,196,0,0,362072.484375,668859611.94635,637236856.045547,0
"CPS1",0,45,18,0,0,1,0,0,0,0,2025,91125,324,1,1,0,0,0,0
"CPS1",0,33,8,0,0,1,1,25862.3203125,25243.55078125,25564.669921875,1089,35937,64,0,0,206898.5625,668859611.94635,637236856.045547,0
"CPS1",0,37,10,1,0,1,1,14249.75,20488.44921875,21521.609375,1369,50653,100,0,0,142497.5,203055375.0625,419776551.389297,0
"CPS1",0,46,17,0,0,0,0,22572.7109375,21960.099609375,20176.880859375,2116,97336,289,0,0,383736.0859375,509527279.067932,482245974.853672,0
"CPS1",0,28,12,0,0,1,0,19620.099609375,17443.109375,18733.140625,784,21952,144,0,0,235441.1953125,384948308.681797,304262064.668213,0
"CPS1",0,24,17,0,0,1,0,101.881896972656,10326.580078125,13679.3095703125,576,13824,289,0,0,1731.99224853516,10379.9209307469,106638256.109928,0
"CPS1",0,32,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875,1024,32768,144,0,0,310347.84375,668859611.94635,637236856.045547,0
"CPS1",0,33,12,0,0,1,0,0,0,0,1089,35937,144,1,1,0,0,0,0
"CPS1",0,27,12,1,0,1,0,17788.1796875,14974.259765625,12238.5302734375,729,19683,144,0,0,213458.15625,316419336.594788,224228455.528416,0
"CPS1",0,28,12,1,0,0,0,13007.5703125,20604.8203125,1919.56701660156,784,21952,144,0,0,156090.84375,169196885.434631,424558620.110413,0
"CPS1",0,20,13,0,0,0,0,7633.30322265625,13697.759765625,16915.5390625,400,8000,169,0,0,99232.9418945312,58267318.0890143,187628622.596775,0
"CPS1",0,32,17,0,0,1,0,9324.1513671875,8419.88671875,12059.73046875,1024,32768,289,0,0,158510.573242188,86939798.7182245,70894492.3565826,0
"CPS1",0,51,12,0,0,1,0,25862.3203125,25243.55078125,25564.669921875,2601,132651,144,0,0,310347.84375,668859611.94635,637236856.045547,0
"CPS1",0,43,12,0,0,1,0,22606.01953125,20816.080078125,0,1849,79507,144,0,0,271272.234375,511032119.047256,433309189.818913,0
"CPS1",0,49,12,0,0,1,0,25862.3203125,25243.55078125,11387.3603515625,2401,117649,144,0,0,310347.84375,668859611.94635,637236856.045547,0
"CPS1",0,23,15,0,0,0,0,8132.916015625,6362.80615234375,23835.73046875,529,12167,225,0,0,121993.740234375,66144322.9172096,40485302.1323035,0
"CPS1",0,52,10,0,0,1,1,20725.119140625,20819.66015625,0,2704,140608,100,0,0,207251.19140625,429530563.393101,433458249.021744,0
"CPS1",0,51,12,1,0,0,0,16218.8095703125,15017.23046875,14078.2998046875,2601,132651,144,0,0,194625.71484375,263049783.87806,225517210.951553,0
"CPS1",0,31,12,0,0,1,0,23082.119140625,14159.66015625,0,961,29791,144,0,0,276985.4296875,532784224.022007,200495975.740494,0
"CPS1",0,32,11,0,0,1,1,19161.630859375,20710.44921875,4348.94921875,1024,32768,121,0,0,210777.939453125,367168097.190952,428922706.842422,0
"CPS1",0,28,9,0,0,1,1,11293.2099609375,3093.67700195312,7623.5908203125,784,21952,81,0,0,101638.889648438,127536591.221818,9570837.39241368,0
"CPS1",0,36,12,0,0,1,0,0,0,0,1296,46656,144,1,1,0,0,0,0
"CPS1",0,51,8,0,0,1,1,15973.900390625,12967.3095703125,0,2601,132651,64,0,0,127791.203125,255165493.68961,168151117.492318,0
"CPS1",0,45,12,0,1,1,0,9318.2734375,13475.759765625,21152.1796875,2025,91125,144,0,0,111819.28125,86830219.8560181,181596101.260838,0
"CPS1",0,18,10,0,1,0,1,0,778.790283203125,0,324,5832,100,1,0,0,0,606514.305211604,1
"CPS1",0,18,10,0,0,0,1,0,2438.4189453125,0,324,5832,100,1,0,0,0,5945886.95285892,0
